Original Rank,Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Original Global_Sales,Global_Sales,Record Type,Year Source
16107,15751,Barbie and Her Sisters Puppy Rescue,WiiU,2015,Action,Namco Bandai Games,0,0.01,0,0,0.01,0.01,Original Data,Original Data
15565,15752,Barbie as the Princess and the Pauper,GBA,2004,Adventure,Vivendi Games,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16239,15753,Batman: A Telltale Game Series,PS3,2016,Adventure,Telltale Games,0,0.01,0,0,0.01,0.01,Original Data,Original Data
15758,15754,Battle Engine Aquila,XB,2003,Shooter,Atari,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16544,15755,Battle Fantasia,PS3,2008,Fighting,505 Games,0,0,0.01,0,0.01,0.01,Original Data,Original Data
7746,7934,Metro: Last Light,PC,2013,Action,Deep Silver,0.06,0.11,0,0.02,0.19,0.19,Original Data,Original Data
7874,7936,Saints Row IV,PC,2013,Action,Deep Silver,0.11,0.06,0,0.02,0.19,0.19,Original Data,Original Data
8116,8049,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0,0.02,0.18,0.18,Original Data,Original Data
8097,8117,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0,0.02,0.18,0.18,Original Data,Original Data
16101,15760,Ben 10 Omniverse 2,X360,2013,Action,Namco Bandai Games,0,0.01,0,0,0.01,0.01,Original Data,Original Data
11777,11543,Santa Claus Is Comin' to Town!,DS,2011,Puzzle,Crave Entertainment,0.07,0,0,0.01,0.07,0.08,Original Data,Original Data
15769,15762,Big Idea's VeggieTales: LarryBoy and the Bad Apple,GBA,2006,Action,Crave Entertainment,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16325,15763,Binary Star,PSV,2014,Adventure,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16000,15764,Black Cat,PS2,2006,Action,Capcom,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15990,15765,Blackthorne,GBA,2003,Action,Activision,0.01,0,0,0,0.01,0.01,Original Data,Original Data
9891,9641,ArmA III,PC,2013,Shooter,Bohemia Interactive,0,0.1,0,0.02,0.12,0.12,Original Data,Original Data
15996,15767,Blazblue: Continuum Shift Extend,PSP,2012,Fighting,Arc System Works,0,0,0.01,0,0.01,0.01,Original Data,Original Data
11730,11596,Tennis no Oji-Sama Gyutto! DokiDoki Survival - Umi to Yama no Love Passion,DS,2011,Sports,Konami Digital Entertainment,0,0,0.08,0,0.08,0.08,Original Data,Original Data
10060,10208,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0,0.09,0,0.02,0.11,0.11,Original Data,Original Data
11341,11208,X Rebirth,PC,2013,Simulation,Koch Media,0,0.08,0,0.01,0.08,0.09,Original Data,Original Data
11575,11293,Dead Island: Riptide,PC,2013,Action,Deep Silver,0,0.07,0,0.01,0.08,0.08,Original Data - Year Corrected,MobyGames
16491,15772,Bomberman,Wii,2008,Puzzle,Hudson Entertainment,0,0,0.01,0,0.01,0.01,Original Data,Original Data
11827,11667,You Don't Know Jack,DS,2011,Misc,THQ,0.07,0,0,0.01,0.07,0.08,Original Data,Original Data
11312,11571,Sniper: Ghost Warrior 2,PC,2013,Shooter,City Interactive,0.02,0.05,0,0.01,0.08,0.08,Original Data,Original Data
16556,15775,Bound By Flame,X360,2014,Role-Playing,N/A,0,0.01,0,0,0.01,0.01,Original Data,Original Data
11815,12046,Goodbye Deponia,PC,2013,Adventure,Daedalic Entertainment,0,0.06,0,0.01,0.07,0.07,Original Data,Original Data
12102,12047,GRID 2,PC,2013,Racing,Codemasters,0,0.06,0,0.01,0.07,0.07,Original Data,Original Data
16237,15778,Broken Sword 5: The Serpent's Curse,XOne,2015,Adventure,Revolution Software,0,0.01,0,0,0.01,0.01,Original Data,Original Data
15549,15779,Broken Sword: The Sleeping Dragon,XB,2003,Adventure,THQ,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16441,15780,Brothers Conflict: Precious Baby,PSV,2017,Action,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16242,15781,Builder's Block,PS,1999,Strategy,EON Digital Entertainment,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16443,15782,Bullet Soul: Tama Tamashii,X360,2011,Shooter,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16217,15783,Bunmei Kaika: Aoiza Ibunroku Saien,PSP,2012,Action,FuRyu,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16587,15784,Bust-A-Move 3000,GC,2003,Puzzle,Ubisoft,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15707,15785,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16208,15786,Caladrius,X360,2013,Shooter,Moss,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15601,15787,Call of Duty: Modern Warfare Trilogy,PS3,2016,Shooter,Activision,0,0.01,0,0,0.02,0.01,Original Data,Original Data
12498,12279,Remember Me,PC,2013,Action,Capcom,0,0.05,0,0.01,0.06,0.06,Original Data,Original Data
15999,15789,Captain Morgane and the Golden Turtle,Wii,2012,Adventure,Reef Entertainment,0,0.01,0,0,0.01,0.01,Original Data,Original Data
16476,15790,Captain Rainbow,Wii,2008,Adventure,Nintendo,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16586,15791,Carmageddon 64,N64,1999,Action,Virgin Interactive,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16489,15792,Case Closed: One Truth Prevails,Wii,2007,Adventure,Nobilis,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16202,15793,Casper,GBA,2002,Adventure,Microids,0.01,0,0,0,0.01,0.01,Original Data,Original Data
11802,11671,ZhuZhu Pets: Quest for Zhu,DS,2011,Misc,Activision,0.07,0,0,0.01,0.07,0.08,Original Data,Original Data
12954,12314,The Bureau: XCOM Declassified,PC,2013,Shooter,Take-Two Interactive,0,0.05,0,0.01,0.05,0.06,Original Data,Original Data
16336,15796,Chaos;Child,PS4,2015,Adventure,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16419,15797,Chaos;Child,PS3,2015,Adventure,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16275,15798,Chaos;Head Noah,PSV,2014,Adventure,5pb,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15524,15799,Charlie's Angels,GC,2003,Action,Ubisoft,0.01,0,0,0,0.02,0.01,Original Data,Original Data
12059,11799,Generator Rex: Agent of Providence,DS,2011,Action,Activision,0.05,0.01,0,0.01,0.07,0.07,Original Data,Original Data
16592,15801,Chou Ezaru wa Akai Hana: Koi wa Tsuki ni Shirube Kareru,PSV,2016,Action,dramatic create,0,0,0.01,0,0.01,0.01,Original Data,Original Data
13688,13611,Lost Planet 3,PC,2013,Shooter,Capcom,0,0.03,0,0.01,0.04,0.04,Original Data,Original Data
13299,13706,Payday 2,PC,2013,Shooter,505 Games,0.04,0,0,0,0.05,0.04,Original Data,Original Data
15490,15804,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,XB,2005,Platform,Global Star,0.01,0,0,0,0.02,0.01,Original Data,Original Data
13808,13752,Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.03,0,0.01,0.04,0.04,Original Data,Original Data
14333,14632,The Inner World,PC,2013,Adventure,Headup Games,0,0.03,0,0,0.03,0.03,Original Data,Original Data
13992,14640,The Night of the Rabbit,PC,2013,Adventure,Daedalic Entertainment,0,0.03,0,0,0.04,0.03,Original Data,Original Data
14705,15482,Star Trek: The Game,PC,2013,Action,Namco Bandai Games,0,0.02,0,0,0.03,0.02,Original Data,Original Data
16445,15809,Colin McRae Rally 2005 plus,PSP,2005,Racing,Codemasters,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16136,15810,Collar x Malice,PSV,2016,Action,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15520,15687,X-Plane 10 Global,PC,2013,Simulation,Aerosoft,0,0.02,0,0,0.02,0.02,Original Data,Original Data
15863,15816,Contrast,PC,2013,Platform,Focus Home Interactive,0,0.01,0,0,0.02,0.01,Original Data,Original Data
15861,15874,DuckTales: Remastered,PC,2013,Action,Capcom,0,0.01,0,0,0.02,0.01,Original Data,Original Data
16192,16302,Sonic & All-Stars Racing Transformed,PC,2013,Racing,Sega,0,0.01,0,0,0.01,0.01,Original Data,Original Data
479,480,The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0,0.29,2.97,2.97,Original Data,Original Data
1619,1618,Farming Simulator 2015,PC,2014,Simulation,Focus Home Interactive,0.08,1.02,0,0.13,1.23,1.23,Original Data,Original Data
11913,11886,Moxie Girlz,DS,2011,Misc,GameMill Entertainment,0.07,0,0,0,0.07,0.07,Original Data,Original Data
2317,2341,The Elder Scrolls Online,PC,2014,Role-Playing,Bethesda Softworks,0.32,0.48,0,0.09,0.9,0.89,Original Data,Original Data
11970,11917,Rec Room Games,DS,2011,Sports,Destineer,0.07,0,0,0,0.07,0.07,Original Data,Original Data
15984,15820,Coven and Labyrinth of Refrain,PSV,2016,Action,Nippon Ichi Software,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16377,15821,Cross Edge Dash,X360,2009,Role-Playing,Compile Heart,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16521,15822,Crossroad Crisis,PS,2000,Puzzle,Success,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16375,15823,"Crouching Tiger, Hidden Dragon",XB,2003,Action,Ubisoft,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16284,15824,CT Special Forces 2: Back in the Trenches,GBA,2003,Shooter,LSP Games,0.01,0,0,0,0.01,0.01,Original Data,Original Data
11772,12054,Jewel Link Chronicles: Legend of Athena,DS,2011,Puzzle,GSP,0,0.06,0,0.01,0.07,0.07,Original Data,Original Data
16495,15826,Daito Giken Koushiki Pachi-Slot Simulator: 24 - Twenty-Four,PS2,2008,Misc,Paon,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16319,15827,Daiya no Kuni no Alice: Wonderful Mirror World,PSP,2013,Adventure,Quinrose,0,0,0.01,0,0.01,0.01,Original Data,Original Data
2810,2803,Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,0.32,0.34,0,0.07,0.73,0.73,Original Data,Original Data
16370,15829,Dance with Devils,PSV,2016,Action,N/A,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15881,15830,Dance! It's Your Stage,Wii,2010,Misc,DTP Entertainment,0,0.01,0,0,0.02,0.01,Original Data - Year Corrected,MobyGames
3249,3252,Far Cry 4,PC,2014,Shooter,Ubisoft,0.15,0.42,0,0.05,0.62,0.62,Original Data,Original Data
3459,3482,Titanfall,PC,2014,Shooter,Electronic Arts,0.21,0.3,0,0.07,0.58,0.58,Original Data,Original Data
16390,15833,Darkened Skye,GC,2002,Adventure,TDK Mediactive,0.01,0,0,0,0.01,0.01,Original Data,Original Data
12250,12055,Jewel Link Chronicles: Mountains of Madness,DS,2011,Puzzle,Avanquest,0,0.06,0,0.01,0.06,0.07,Original Data - Year Corrected,GameFAQs
15802,15835,Davis Cup Tennis,GBA,2002,Sports,Ubisoft,0.01,0,0,0,0.02,0.01,Original Data,Original Data
15341,15836,Dead Rising,PS4,2016,Action,Capcom,0.01,0,0,0,0.02,0.01,Original Data,Original Data
15875,15837,Dead to Rights,GBA,2004,Shooter,Zoo Digital Publishing,0.01,0,0,0,0.02,0.01,Original Data,Original Data
3658,3627,Assassin's Creed: Unity,PC,2014,Action,Ubisoft,0.17,0.33,0,0.05,0.55,0.55,Original Data,Original Data
16297,15839,Death Connection Portable,PSP,2011,Adventure,Idea Factory,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16010,15840,Demon Gaze 2,PSV,2014,Role-Playing,Experience Inc.,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12162,12056,Jewels of the Ages,DS,2011,Puzzle,City Interactive,0.03,0.03,0,0.01,0.07,0.07,Original Data,Original Data
16234,15842,Densetsu no Yuusha no Densetsu: Legendary Saga,PSP,2010,Role-Playing,Kadokawa Shoten,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12857,12131,7 Wonders: Treasures of Seven,DS,2011,Puzzle,Avanquest,0.02,0.03,0,0.01,0.05,0.06,Original Data,Original Data
4124,4115,Football Manager 2015,PC,2014,Simulation,Sega,0,0.43,0,0.05,0.48,0.48,Original Data,Original Data
12601,12218,Jewel Legends: Tree of Life,DS,2011,Puzzle,Rising Star Games,0,0.05,0,0.01,0.06,0.06,Original Data,Original Data
4109,4145,World of Warcraft: Warlords of Draenor,PC,2014,Action,Activision Blizzard,0.08,0.36,0,0.04,0.48,0.48,Original Data,Original Data
15459,15847,Digimon Rumble Arena 2,XB,2004,Fighting,Atari,0.01,0,0,0,0.02,0.01,Original Data,Original Data
15879,15848,Dinotopia: The Sunstone Odyssey,GC,2003,Action,Unknown,0.01,0,0,0,0.02,0.01,Original Data - Year Corrected,MobyGames
16349,15849,Dinotopia: The Sunstone Odyssey,XB,2003,Action,TDK Mediactive,0.01,0,0,0,0.01,0.01,Original Data,Original Data
4246,4301,Wolfenstein: The New Order,PC,2014,Shooter,Bethesda Softworks,0.12,0.29,0,0.05,0.46,0.46,Original Data,Original Data
15656,15851,Disney Sports Basketball,GBA,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,0.01,Original Data,Original Data
15664,15852,Disney Sports Football,GC,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16519,15853,DJ Max Technika Tune,PSV,2012,Misc,CyberFront,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12246,12220,Jewel Quest IV: Heritage,DS,2011,Puzzle,iWin,0,0.05,0,0.01,0.06,0.06,Original Data,Original Data
16479,15855,DoDonPachi Daifukkatsu: Black Label,X360,2011,Shooter,Cave,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16113,15856,DoDonPachi Saidaioujou,X360,2013,Shooter,Cave,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16271,15857,Dokuro,PSV,2012,Action,GungHo,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15992,15858,DokuSui: DokiDoki Suikoden,PSP,2011,Role-Playing,Irem Software Engineering,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15991,15859,Don Bradman Cricket 14,X360,2014,Sports,Tru Blu Entertainment,0,0.01,0,0,0.01,0.01,Original Data,Original Data
15994,15860,Donkey Kong Jungle Beat,Wii,2008,Platform,Nintendo,0,0.01,0,0,0.01,0.01,Original Data,Original Data
16256,15861,Doraemon Wii: Himitsu Douguou Ketteisen!,Wii,2007,Misc,Sega,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12692,12262,Noddy in Toyland,DS,2011,Misc,GSP,0,0.05,0,0.01,0.06,0.06,Original Data,Original Data
12463,12358,X-Men: Destiny,DS,2011,Action,Activision,0.05,0.01,0,0,0.06,0.06,Original Data,Original Data
16485,15864,Dragon Ball Z for Kinect,X360,2012,Fighting,Namco Bandai Games,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16329,15865,Dragon Quest X: All in One Package,WiiU,2015,Role-Playing,Square Enix,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15916,15866,Dragon Tales: Dragon Adventures,GBA,2003,Platform,NewKidCo,0.01,0,0,0,0.02,0.01,Original Data,Original Data
12394,12383,Atari's Greatest Hits: Volume 2,DS,2011,Misc,Atari,0.06,0,0,0,0.06,0.06,Original Data,Original Data
16139,15868,Dragon's Dogma Online: Season 2,PS4,2016,Action,Capcom,0,0,0.01,0,0.01,0.01,Original Data,Original Data
4335,4381,Watch Dogs,PC,2014,Action,Ubisoft,0.14,0.26,0,0.05,0.45,0.45,Original Data,Original Data
16560,15870,Dramatical Murder Re:code,PSV,2014,Adventure,Nitroplus,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12501,12442,Eigo de Tabisuru: Little Charo,DS,2011,Misc,Nintendo,0,0,0.06,0,0.06,0.06,Original Data,Original Data
4742,4727,Call of Duty: Advanced Warfare,PC,2014,Shooter,Activision,0.14,0.23,0,0.04,0.41,0.41,Original Data,Original Data
12300,12532,Max & the Magic Marker,DS,2011,Platform,Unknown,0,0.06,0,0,0.06,0.06,Original Data,Original Data
5217,5218,Middle-Earth: Shadow of Mordor,PC,2014,Action,Warner Bros. Interactive Entertainment,0.12,0.2,0,0.04,0.36,0.36,Original Data,Original Data
12364,12536,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011,Adventure,Namco Bandai Games,0,0,0.06,0,0.06,0.06,Original Data,Original Data
16308,15876,Duel Masters: Shadow of the Code,GBA,2004,Misc,Atari,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16321,15877,Dungeon Explorer: Warriors of Ancient Arts,PSP,2007,Role-Playing,Rising Star Games,0.01,0,0,0,0.01,0.01,Original Data,Original Data
5152,5233,Sid Meier's Civilization: Beyond Earth,PC,2014,Strategy,Take-Two Interactive,0.11,0.22,0,0.03,0.37,0.36,Original Data,Original Data
5913,5839,FIFA 15,PC,2014,Sports,Electronic Arts,0,0.27,0,0.03,0.3,0.3,Original Data,Original Data
16306,15880,Durarara!! Relay,PSV,2015,Action,Kadokawa Games,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16223,15881,Dynasty Warriors: Eiketsuden,PS4,2016,Action,Tecmo Koei,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16552,15882,E.T. The Extra-Terrestrial,GBA,2001,Action,NewKidCo,0.01,0,0,0,0.01,0.01,Original Data,Original Data
6073,5958,Borderlands: The Pre-Sequel,PC,2014,Shooter,Take-Two Interactive,0.11,0.15,0,0.03,0.29,0.29,Original Data,Original Data
16291,15884,ef - a fairy tale of the two.,PS2,2010,Adventure,Comfort,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16082,15885,Egg Mania: Eggstreme Madness,XB,2002,Puzzle,Kemco,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16467,15886,Egg Mania: Eggstreme Madness,GC,2002,Puzzle,Kemco,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16593,15887,Eiyuu Densetsu: Sora no Kiseki Material Collection Portable,PSP,2007,Role-Playing,Falcom Corporation,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12203,12546,Monster Tale,DS,2011,Platform,Majesco Entertainment,0.06,0,0,0,0.07,0.06,Original Data,Original Data
12290,12571,Paws & Claws: Marine Rescue,DS,2011,Simulation,THQ,0.06,0,0,0,0.06,0.06,Original Data,Original Data
6300,6393,The Evil Within,PC,2014,Action,Bethesda Softworks,0.09,0.16,0,0.02,0.27,0.27,Original Data,Original Data
7684,7877,South Park: The Stick of Truth,PC,2014,Role-Playing,Ubisoft,0.07,0.1,0,0.02,0.2,0.19,Original Data,Original Data
8119,8080,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0,0.02,0.18,0.18,Original Data,Original Data
8445,8339,Wildstar,PC,2014,Role-Playing,NCSoft,0.08,0.07,0,0.02,0.17,0.17,Original Data,Original Data
8600,8635,The Crew,PC,2014,Racing,Ubisoft,0,0.15,0,0.01,0.16,0.16,Original Data,Original Data
16156,15895,Entaku no Seito: Students of Round,X360,2011,Role-Playing,ChunSoft,0,0,0.01,0,0.01,0.01,Original Data,Original Data
15502,15896,ESPN MLS ExtraTime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16429,15897,ESPN NBA 2Night 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15595,15898,ESPN NFL Primetime 2002,XB,2002,Sports,Konami Digital Entertainment,0.01,0,0,0,0.02,0.01,Original Data,Original Data
8962,8969,Alien: Isolation,PC,2014,Shooter,Sega,0,0.13,0,0.01,0.15,0.14,Original Data,Original Data
15829,15900,Exhibition Volume 6,XB,2004,Misc,Microsoft Game Studios,0.01,0,0,0,0.02,0.01,Original Data,Original Data
8295,8307,Shin Megami Tensei IV: Final,3DS,2016,Role-Playing,Deep Silver,0.03,0,0.14,0,0.17,0.17,Original Data,Original Data
10226,10291,Thief (2014),PC,2014,Action,Square Enix,0,0.09,0,0.02,0.11,0.11,Original Data,Original Data
12411,12572,Paws & Claws: Pampered Pets 2,DS,2011,Simulation,THQ,0.06,0,0,0,0.06,0.06,Original Data,Original Data
16294,15904,FairlyLife: MiracleDays,PSP,2010,Adventure,Piacci,0,0,0.01,0,0.01,0.01,Original Data,Original Data
9904,10308,Tropico 5,PC,2014,Simulation,Kalypso Media,0.02,0.08,0,0.01,0.12,0.11,Original Data,Original Data
16221,15906,Family Jockey,Wii,2008,Sports,Namco Bandai Games,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12675,12587,Pucca Power Up,DS,2011,Platform,Rising Star Games,0.04,0.02,0,0,0.06,0.06,Original Data,Original Data
10697,10635,F1 2014,PC,2014,Racing,Codemasters,0,0.09,0,0.01,0.1,0.1,Original Data,Original Data
16573,15909,Farming 2017 - The Simulation,PS4,2016,Simulation,UIG Entertainment,0,0.01,0,0,0.01,0.01,Original Data,Original Data
10840,11107,Risen 3: Titan Lords,PC,2014,Role-Playing,Deep Silver,0,0.08,0,0.01,0.09,0.09,Original Data,Original Data
15964,15911,Farming Simulator 2014,PSV,2014,Simulation,Focus Home Interactive,0.01,0,0,0,0.02,0.01,Original Data,Original Data
12827,12753,Captain America: Super Soldier,DS,2011,Action,Sega,0.05,0,0,0,0.05,0.05,Original Data - Year Corrected,GameFAQs
9911,9761,Etrian Odyssey V,3DS,2016,Role-Playing,Atlus,0,0,0.12,0,0.12,0.12,Original Data,Original Data
15814,15914,Ferrari: The Race Experience,Wii,2010,Racing,System 3 Arcade Software,0,0.01,0,0,0.02,0.01,Original Data - Year Corrected,MobyGames
16135,15915,Festa!! Hyper Girls Party,PS2,2006,Adventure,KID,0,0,0.01,0,0.01,0.01,Original Data,Original Data
12334,12060,Lego Batman 3: Beyond Gotham,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.06,0,0.01,0.06,0.07,Original Data,Original Data
15731,15917,Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0,0,0,0.02,0.01,Original Data,Original Data
13060,12845,Fishdom,DS,2011,Puzzle,Atari,0.05,0,0,0,0.05,0.05,Original Data,Original Data
16584,15919,Fit & Fun,Wii,2011,Sports,Unknown,0,0.01,0,0,0.01,0.01,Original Data,Original Data
12229,12082,Pro Evolution Soccer 2015,PC,2014,Sports,Konami Digital Entertainment,0,0.06,0,0.01,0.07,0.07,Original Data,Original Data
13644,12920,Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0,0.04,0,0.01,0.04,0.05,Original Data,Original Data
12266,12113,The LEGO Movie Videogame,PC,2014,Action,Warner Bros. Interactive Entertainment,0.02,0.04,0,0.01,0.06,0.07,Original Data,Original Data
15742,15923,Football Manager 2007,X360,2006,Sports,Sega,0,0.01,0,0,0.02,0.01,Original Data - Year Corrected,Wikipedia
12690,12249,Murdered: Soul Suspect,PC,2014,Action,Square Enix,0,0.05,0,0.01,0.06,0.06,Original Data,Original Data
16310,15925,Freaky Flyers,GC,2003,Racing,Unknown,0.01,0,0,0,0.01,0.01,Original Data - Year Corrected,MobyGames
16212,15926,Freekstyle,GBA,2003,Racing,Zoo Digital Publishing,0.01,0,0,0,0.01,0.01,Original Data,Original Data
15671,15927,Freestyle Metal X,GC,2003,Racing,Midway Games,0.01,0,0,0,0.02,0.01,Original Data,Original Data
11012,10818,Disney Art Academy,3DS,2016,Action,Nintendo,0.01,0.01,0.07,0,0.09,0.09,Original Data,Original Data
16309,15929,Full Auto 2: Battlelines,PSP,2007,Racing,Sega,0,0.01,0,0,0.01,0.01,Original Data,Original Data
16341,15930,Fullmetal Alchemist: Prince of the Dawn,Wii,2009,Adventure,Square Enix,0,0,0.01,0,0.01,0.01,Original Data,Original Data
13504,12930,Just Sing! Vol. 2,DS,2011,Misc,PQube,0,0.04,0,0.01,0.04,0.05,Original Data,Original Data
16144,15932,Furious Karting,XB,2003,Racing,Atari,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16315,15933,Fuun Shinsengumi Bakumatsuden Portable,PSP,2009,Action,From Software,0.01,0,0,0,0.01,0.01,Original Data,Original Data
16149,15934,Fuuraiki 3,PSV,2015,Action,Unknown,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16444,15935,G1 Jockey 4 2007,PS2,2007,Sports,Tecmo Koei,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16356,15936,G1 Jockey 4 2008,PS3,2008,Sports,Tecmo Koei,0,0.01,0,0,0.01,0.01,Original Data,Original Data
13071,12942,Kids Learn Music A+ Edition,DS,2011,Misc,Unknown,0.05,0,0,0,0.05,0.05,Original Data,Original Data
13449,12945,Kimi ni Todoke: Tsutaeru Kimochi,DS,2011,Adventure,Banpresto,0,0,0.05,0,0.05,0.05,Original Data,Original Data
13113,12980,Metal Max 2 Reloaded,DS,2011,Role-Playing,Unknown,0,0,0.05,0,0.05,0.05,Original Data,Original Data
15904,15940,Games Explosion!,GBA,2006,Action,THQ,0.01,0,0,0,0.02,0.01,Original Data,Original Data
13450,13027,Nora to Koku no Koubou: Kiri no Mori no Majo,DS,2011,Role-Playing,Atlus,0,0,0.05,0,0.05,0.05,Original Data,Original Data
13351,13035,Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0,0,0.05,0,0.05,0.05,Original Data,Original Data
13105,12957,LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0.01,0.05,0.05,Original Data,Original Data
12623,13046,Petz Bunnyz Bunch,DS,2011,Simulation,Ubisoft,0.05,0,0,0,0.06,0.05,Original Data,Original Data
16134,15945,Geten no Hana: Yume Akari,PSP,2014,Misc,Tecmo Koei,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16438,15946,Getsuei Gakuen: kou,PSV,2013,Adventure,Arc System Works,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16432,15947,Goat Simulator,XOne,2016,Simulation,Koch Media,0,0.01,0,0,0.01,0.01,Original Data,Original Data
13052,13131,Sherlock Holmes: Crimes & Punishments,PC,2014,Adventure,Focus Home Interactive,0,0.05,0,0,0.05,0.05,Original Data,Original Data
15732,15949,Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco,0.01,0,0,0,0.02,0.01,Original Data,Original Data
16022,15950,God Eater Off Shot: Soma Shikkuzaru-hen Twin Pack & Animation Vol.4,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16553,15951,God Eater Off Shot: Tachibana Sakuya-hen Twin Pack & Animation Vol.7,PS4,2016,Action,Namco Bandai Games,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16051,15952,God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5,PS4,2016,Misc,Namco Bandai Games,0,0,0.01,0,0.01,0.01,Original Data,Original Data
16257,15953,Goku Makaimura Kai,PSP,2007,Platform,Capcom,0,0,0.01,0,0.01,0.01,Original Data,Original Data
13273,13060,Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,0.05,Original Data,Original Data
16433,15955,Golden Time: Vivid Memories,PSV,2014,Adventure,ASCII Media Works,0,0,0.01,0,0.01,0.01,Original Data,Original Data
13827,13389,Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0,0,0.04,0.04,Original Data,Original Data
